input_text,target_text
You're faithful.,Sen sadıksın.
You're fearless.,Sen korkusuzsun.
You're forgiven.,Sen affedildin.
You're free now.,Artık özgürsün.
You're generous.,Sen cömertsin.
You're geniuses.,Siz dahilersiniz.
You're gorgeous.,Çok güzelsin.
You're grounded.,Evde çakılıp kaldınız.
You're gullible.,Sen safsın.
You're hammered.,Sen sarhoşsun.
You're handsome.,Sen yakışıklısın.
You're hopeless.,Sen umutsuzsun.
You're horrible.,Siz korkunçsunuz.
You're immature.,Sen olgunlaşmamışsın.
You're impolite.,Sen kibar değilsin.
You're in shock.,Şoktasın.
You're innocent.,Sen masumsun.
You're involved.,Sen dahilsin.
You're just sad.,Sadece üzgünsün.
You're like Tom.,Sen Tom gibisin.
You're mine now.,Sen artık benimsin.
You're mistaken.,Sen yanılıyorsun.
You're my child.,Sen benim çocuğumsun.
You're my enemy.,Sen benim düşmanımsın.
You're my guest.,Sen benim misafirimsin.
You're my woman.,Sen benim kadınımsın.
You're new here.,Sen burada yenisin.
"You're new, huh?","Sen yenisin, ha?"
You're no saint.,Sen aziz değilsin.
You're not dead.,Sen ölmüş değilsin.
You're not here.,Burada değilsin.
You're not hurt.,Yaralı değilsin.
You're not late.,Sen geç kalmadın.
You're not poor.,Sen fakir değilsin.
You're not rich.,Sen zengin değilsin.
You're not safe.,Güvenli değilsin.
You're not sick.,Sen hasta değilsin.
You're not sick.,Hasta değilsin.
You're not ugly.,Sen çirkin değilsin.
You're not well.,İyi değilsin.
You're obedient.,İtaatkarsın.
You're outgoing.,Sen cana yakınsın.
You're pathetic.,Sen zavallısın.
You're positive.,Sen olumlusun.
You're powerful.,Sen güçlüsün.
You're prepared.,Siz hazırsınız.
You're punctual.,Sen dakiksin.
You're rambling.,Sen başı boş geziyorsun.
You're rational.,Sen mantıklısın.
You're reckless.,Sen pervasızsın.
You're reliable.,Sen güvenilirsin.
You're reserved.,Sen ağzı sıkısın.
You're restless.,Sen huzursuzsun.
You're ruthless.,Sen acımasızsın.
You're safe now.,Artık güvendesin.
You're sensible.,Sen mantıklısın.
You're so bossy.,Çok buyurgansın.
You're so close.,Çok yakınsın.
You're so dirty.,Çok kirlisin.
You're so funny.,Çok komiksin.
You're so lucky.,Çok şanslısın.
You're so naive.,Çok safsın.
You're so picky.,Çok seçicisin.
You're so right.,Çok haklısın.
You're so smart.,Çok zekisin.
You're so sweet.,Çok tatlısın.
You're so tense.,Çok gerginsin.
You're so weird.,Çok garipsin.
You're so wrong.,Çok hatalısın.
You're so young.,Çok gençsin.
You're sociable.,Sen sosyalsin.
You're stalling.,Oyalıyorsun.
You're stubborn.,Sen inatçısın.
You're talented.,Sen yeteneklisin.
You're terrible.,Çok kötüsün.
You're the best.,Sen en iyisin.
You're the boss.,Sen öyle diyorsan öyledir.
You're the cook.,Sen aşçısın.
You're thorough.,Siz dikkatlisiniz.
You're too busy.,Çok meşgulsün.
You're too kind.,Çok naziksin.
You're too late.,Çok geç kaldın.
You're too loud.,Çok gürültülüsünüz.
You're too nice.,Çok hoşsun.
You're too slow.,Sen çok yavaşsın.
You're too tall.,Çok uzunsun.
You're too weak.,Çok zayıfsın.
You're truthful.,Sen dürüstsün.
You're unbiased.,Sen tarafsızsın.
You're up early.,Erken kalktın.
You're very shy.,Sen çok utangaçsın.
You're wasteful.,Sen savurgansın.
You've been had.,Aptal yerine konuldun.
You've found it.,Onu buldun.
You've got mail.,Mektubunuz var.
You've got time.,Zamanın var.
You've grown up.,Büyümüşsün.
Your bag's open.,Senin çantan açık.
Your car's here.,Araban burada.
Your cat is fat.,Senin kedin şişman.
Your dog bit me.,Köpeğin beni ısırdı.
Your time is up.,Zamanın bitti.
Yours is better.,Seninki daha iyi.
5 is less than 8.,"5, 8 den daha azdır."
"Look, she said.",Bak. dedi.
A bird has wings.,Bir kuşun kanatları vardır.
A cab is waiting.,Bir taksi bekliyor.
A car drove past.,Bir araba geçti.
A cop was killed.,Bir polis öldürüldü.
A deal is a deal.,Anlaşma anlaşmadır.
A dog is barking.,Bir köpek havlıyor.
A fox came along.,Bir tilki birlikte geldi.
A fuse has blown.,Bir sigorta atmış.
A girl phoned me.,Bir kız beni aradı.
A lion is strong.,Bir aslan güçlüdür.
Accidents happen.,Kazalar olur.
Air is invisible.,Hava görünmezdir.
All I do is work.,Yaptığım tek şey çalışmak.
All hope is gone.,Bütün ümitler kayboldu.
All men must die.,Bütün insanlar ölmeli.
All of them died.,Hepsi öldü.
All were present.,Hepimiz mevcuttuk.
Allow me to help.,Yardım etmeme izin ver.
Am I being fired?,Kovuluyor muyum?
Am I being fired?,İşten kovuluyor muyum?
Am I hurting you?,Kalbini kırıyor muyum?
Am I in your way?,Ben senin yolunda mıyım?
Am I really sick?,Ben gerçekten hasta mıyım?
Answer the phone.,Telefona cevap ver.
Answer the phone.,Telefonu cevapla.
Any book will do.,Herhangi bir kitap iş görür.
Any seat will do.,Herhangi bir koltuk olur.
Anybody knows it.,Hiç kimse bilmiyor.
Anybody knows it.,Herhangi biri onu bilir.
Anyone can do it.,Bunu herhangi biri yapabilir.
Anything will do.,Herhangi bir şey olur.
Apologize to Tom.,Tom'a özür dile.
Apply in writing.,Yazılı olarak müracaat edin.
Are dragons real?,Ejderhalar gerçek mi?
Are these edible?,Bunlar yenilebilir mi?
Are these for me?,Bunlar benim için mi?
Are they friends?,Onlar arkadaş mı?
Are they in love?,Onlar aşık mı?
Are they related?,Onlar akraba mı?
Are they serious?,Onlar ciddi mi?
Are they sisters?,Siz kız kardeş misiniz?
Are those for me?,Onlar benim için mi?
Are we all happy?,Hepimiz mutlu muyuz?
Are we all ready?,Hepimiz hazır mıyız?
Are we done here?,Burada işimiz bitti mi?
Are we going far?,İlerliyor muyuz?
Are we in danger?,Biz tehlikede miyiz?
Are we safe here?,Burada güvende miyiz?
Are we there yet?,Biz henüz orada mıyız?
Are we there yet?,Henüz orada değil miyiz?
Are we there yet?,Daha gelmedik mi?
Are you American?,Amerikalı mısınız?
Are you Canadian?,Sen Kanadalı mısın?
Are you Catholic?,Sen katolik misin?
Are you Japanese?,Japon musun?
Are you Japanese?,Japon musunuz?
Are you a doctor?,Bir doktor musun?
Are you a doctor?,Doktor musun?
Are you a doctor?,Doktor musunuz?
Are you a golfer?,Sen bir golfçü müsün?
Are you a golfer?,Bir golf oyuncusu musun?
Are you a lawyer?,Sen bir avukat mısın?
Are you a maniac?,Manyak mısın sen?
Are you a parent?,Sen bir ebeveyn misin?
Are you a priest?,Papaz mısın?
Are you a priest?,Bir rahip misin?
Are you a racist?,Irkçı biri misin?
Are you a singer?,Bir şarkıcı mısın?
Are you a smoker?,Sen bir sigara tiryaki misin?
Are you a typist?,Bir daktilocu musun?
Are you a wizard?,Sen bir büyücü müsün?
Are you all cold?,Hepiniz üşüyor musunuz?
Are you all home?,Hepiniz evde misiniz?
Are you all lost?,Hepiniz kayıp mısınız?
Are you all nuts?,Hepiniz deli misiniz?
Are you an idiot?,Sen bir salak mısın?
Are you artistic?,Sanatçı ruhlu musun?
Are you athletic?,Atletik misin?
Are you blushing?,Kızarıyor musunuz?
Are you brothers?,Erkek kardeş misiniz?
Are you busy now?,Şimdi meşgul müsün?
Are you confused?,Kafan mı karıştı?
Are you doing OK?,Her şey yolunda mı?
Are you done now?,Şimdi hazır mısın?
Are you done yet?,Henüz hazır mısın?
Are you drinking?,İçiyor musun?
Are you dyslexic?,Disleksik misin?
Are you dyslexic?,Okuma güçlüğü mü çekiyorsun?
Are you employed?,Sen çalışan mısın?
Are you exciting?,Sen heyecan verici misin?
Are you exciting?,Sen heyecanlı mısın?
Are you faithful?,Sen sadık mısın?
Are you finished?,Hazır mısın?
Are you flexible?,Sen esnek misin?
Are you for real?,Sen gerçek misin?
Are you free now?,Şimdi boş musun?
Are you free now?,Şimdi müsait misin?
Are you freezing?,Çok üşüyor musun?
Are you freezing?,Donuyor musun?
Are you friendly?,Sen samimi misin?
Are you generous?,Eli açık mısın?
Are you going in?,İçeriye giriyor musun?
Are you homeless?,Evsiz misin?
Are you homesick?,Ev özlemi çekiyor musun?
Are you ignorant?,Sen cahil misin?
Are you in Paris?,Paris'te misiniz?
Are you in place?,Evde misin?
Are you in there?,Orada mısın?
Are you insecure?,Siz güvensiz misiniz?
Are you involved?,Karıştın mı?
Are you my enemy?,Sen benim düşmanım mısın?
Are you my mommy?,Sen benim annem misin?
Are you new here?,Burada yeni misin?
Are you on board?,Gemide misin?
Are you on crack?,Sen deli misin?
Are you on drugs?,Uyuşturucu kullanıyor musun?
Are you on drugs?,Uyuşturucu mu kullanıyorsun?
Are you open now?,Şimdi açık mısın?
Are you open now?,Şimdi açık mısınız?
Are you positive?,Pozitif misin?
Are you pregnant?,Hamile misin?
Are you prepared?,Hazır mısınız?
Are you punctual?,Dakik misin?
Are you reliable?,Sen güvenilir misin?
Are you retarded?,Sen geri zekalı mısın?
Are you romantic?,Romantik misin?
Are you still OK?,Hâlâ iyi misin?
Are you still up?,Hâlâ ayakta mısın?
Are you students?,Siz öğrenci misiniz?
Are you studying?,Çalışıyor musun?
Are you teachers?,Siz öğretmen misiniz?
Are you the boss?,Sen patron musun?
Are you ticklish?,Sen gıdıklanır mısın?
Are you tolerant?,Hoşgörülü müsün?
Are you too cold?,Çok üşüyor musun?
Are you too cold?,Çok üşüyor musunuz?
Are you too warm?,Çok sıcakladınız mı?
Are you too warm?,Çok sıcaklıyor musun?
Are you two busy?,Siz ikiniz meşgul müsünüz?
Are you up there?,Orada mısın?
Are you up there?,Yukarıda mısın?
Are you warm now?,Şimdi ısındın mı?
Are you with Tom?,Tom'la birlikte misin?
Aren't you a cop?,Sen bir polis değil misin?
Aren't you alone?,Yalnız değil misin?
Aren't you happy?,Mutlu değil misin?
Aren't you happy?,Mutlu değil misiniz?
Aren't you loyal?,Sen sadık değil misin?
Aren't you lucky?,Şanslı değil misin?
Aren't you ready?,Hazır değil misin?
Aren't you ready?,Hazır değil misiniz?
Aren't you tired?,Yorgun değil misin?
Ask Tom about it.,Onun hakkında Tom'a sor.
Ask Tom anything.,Tom'a bir şey sor.
Ask Tom yourself.,Tom'a kendin sor.
Ask her her name.,Ona adını sor.
Ask him about it.,Bu konuda ona sorun.
Ask him his name.,Ona adını sor.
Ask me if I care.,Çok da umrumda!
Ask them to help.,Onlara yardım etmelerini sor.
Ask yourself why.,Sebebini kendin sor.
"At last, he came.","Sonunda, geldi."
Atlantis is real.,Atlantis gerçektir.
Attention please!,Lütfen dikkat!
"Be brief, please.","Kısa kes, lütfen."
Be more flexible.,Daha esnek olun.
Be on your guard.,Tetikte ol.
Be there at noon.,Öğleyin orada olun.
Be there at noon.,Öğleyin orada ol.
Be there tonight.,Bu gece orada olun.
Birds have wings.,Kuşların kanatları vardır.
Bite your tongue!,Dilini ısır!
Bite your tongue.,Ağzından yel alsın.
Both men laughed.,Her iki adam güldü.
Boxing is boring.,Boks yapmak sıkıcı.
Breathe normally.,Normal olarak nefes al.
Bring Tom inside.,Tom'u içeri getir.
Bring it in here.,Onu buraya getirin.
"Bring it in, Tom.","Onu içeri getir, Tom."
"Bring it on, Tom.","Yapta görelim, Tom."
Bring me a chair.,Bana bir sandalye getir.
Bring me a drink.,Bana bir içki getir.
Bring me my cane.,Bastonumu getirin bana.
Bring me my cane.,Bana bastonumu getir.
Bring me the key.,Anahtarı bana getir.
Bring them to me.,Onları bana getirin.
Bring them to me.,Onları bana getir.
Bring your money.,Paranı getir.
Brush your teeth.,Dişlerini fırçala.
Business is good.,İş iyi.
Business is slow.,İş yavaş.
Call Tom's bluff.,Tom'un blöfünü gör.
Call me sometime.,Beni bazen ara.
Call me tomorrow.,Yarın beni ara.
Call the manager.,Yöneticiyi ara.
Call this number.,Bu numarayı ara.
Call your father.,Babanı ara.
Can I be excused?,Affedersiniz.
Can I be of help?,Yardım edebilir miyim?
Can I borrow $30?,30 dolar borç alabilir miyim?
Can I dance here?,Burada dans edebilir miyim?
Can I get a beer?,Bir bira alabilir miyim?
Can I get up now?,Ben şimdi kalkabilir miyim?
Can I go outside?,Dışarı gidebilir miyim?
Can I go surfing?,Sörf yapmaya gidebilir miyim?
Can I go to work?,İşe gidebilir miyim?
Can I have a hug?,Sarılabilir miyim?
Can I have three?,Üç tane alabilir miyim?
Can I rest a bit?,Biraz dinlenebilir miyim?
Can I see it now?,Onu şimdi görebilir miyim?
Can I sleep here?,Burada uyuyabilir miyim?
Can I study here?,Burada çalışabilir miyim?
Can I trust them?,Onlara güvenebilir miyim?
Can I walk there?,Oraya yürüyebilir miyim?
Can Tom go first?,Tom ilk olarak gidebilir mi?
Can Tom go first?,Önce Tom gidebilir mi?
Can Tom join you?,Tom sana katılabilir mi?
Can anyone drive?,Araba sürebilecek biri var mı?
Can everyone see?,Herkes görebilir mi?
Can rabbits swim?,Tavşanlar yüzebilir mi?
Can they do this?,Onlar bunu yapabilirler mi?
Can they hear us?,Onlar bizi duyabiliyorlar mı?
Can this be done?,Bu yapılabilir mi?
Can this be true?,Bu doğru olabilir mi?
Can this be true?,Bu gerçek olabilir mi?
Can we afford it?,Buna gücümüz yeter mi?
Can we be honest?,Dürüst olabilir miyiz?
Can we bring Tom?,Tom'u getirebilir miyiz?
"Can we come, too?",Biz de gelebilir miyiz?
Can we drop this?,Bu konuyu kapatabilir miyiz?
Can we get a dog?,Bir köpek alabilir miyiz
Can we go inside?,İçeri girebilir miyiz?
Can we help them?,Onlara yardım edebilir miyiz?
Can we leave now?,Şimdi gidebilir miyiz?
Can we leave now?,Şimdi ayrılabilir miyiz?
Can we live here?,Burada yaşayabilir miyiz?
Can we speak now?,Şimdi konuşabilir miyiz?
Can we stay here?,Burada kalabilir miyiz?
Can we swim here?,Burada yüzebilir miyiz?
Can we talk here?,Burada konuşabilir miyiz?
Can we trust Tom?,Tom'a güvenebilir miyiz?
Can we trust her?,Ona güvenebilir miyiz?
Can we trust him?,Ona itimat edebilir miyiz?
Can we trust you?,Size güvenebilir miyiz?
Can you be quiet?,Sessiz olabilir misin?
Can you blame me?,Beni suçlayabilir misin?
Can you call Tom?,Tom'u arar mısın?
Can you call him?,Onu arayabilir misin?
Can you catch me?,Bana yetişebilir misin?
Can you continue?,Devam eder misin?
Can you eat this?,Bunu yiyebilir misin?
Can you find her?,Onu bulabilir misin?
Can you find out?,Sen öğrenebilir misin?
Can you fix this?,Bunu tamir edebilir misin?
Can you fix this?,Bunu tamir edebilir misiniz?
Can you get that?,Onu alabilir misin?
Can you help Tom?,Tom'a yardım eder misiniz?
Can you help out?,Yardım edebilir misin?
Can you hurry up?,Acele edebilir misin?
Can you meet him?,Onu görüşebilir misin?
Can you prove it?,Bunu kanıtlayabilir misin?
Can you reach it?,Ona ulaşabilir misin?
Can you run fast?,Hızlı koşabilir misin?
Can you save Tom?,Tom'u kurtarabilir misin?
Can you see that?,Onu görebiliyor musun?
Can you see that?,Şunu görüyor musun?
Can you see them?,Onları görebiliyor musun?
Can you ski well?,İyi kayak yapabilir misin?
Can you speak up?,Daha yüksek sesle konuşabilir misin?
Can you spell it?,Bunu heceleyebilir misin?
Can you stand up?,Ayağa kalkabilir misin?
Can you stop Tom?,Tom'u durdurabilir misin?
Can you teach me?,Bana öğretebilir misin?
Can't we just go?,Sadece gidemez miyiz?
Can't you decide?,Karar veremiyor musun?
Can't you see it?,Onu göremiyor musun?
Cats are finicky.,Kediler titizdir.
Change is coming.,Değişim geliyor.
Change is needed.,Değişim gereklidir.
Change your diet.,Diyetinizi değiştirin.
Check your facts.,Gerçeklerini kontrol et.
Check your inbox.,Gelen kutunu kontrol et.
Check your order.,Siparişinizi kontrol edin.
Cherries are red.,Kirazlar kırmızıdır.
Choose carefully.,Dikkatlice seçin.
Choose something.,Bir şey seçin.
Cite your source.,Kaynağınızı belirtin.
Classes are over.,Dersler bitti.
"Clean it up, Tom.","Onu temizle, Tom."
Clean the mirror.,Aynayı temizle.
Clean the window.,Pencereyi temizle.
Clean your hands.,Ellerini temizle.
Clean your hands.,Ellerinizi temizleyin.
Climb to the top.,Tepeye tırman.
Close the blinds.,Panjurları kapat.
Close the drawer.,Çekmeceyi kapatın.
Close the window.,Pencereyi kapat.
Close your books.,Kitaplarınızı kapatın.
Close your mouth.,Ağzını kapat.
Come and help me.,Gel ve bana yardım et.
Come and help us.,Gelin ve bize yardımcı olun.
Come and join us.,Gelin ve bize katılın.
Come back inside.,İçeriye geri gel.
Come by tomorrow.,Yarına kadar gel.
Come eat with us.,Bizimle yemeğe gel.
Come help us out.,Gel bizim dışarı çıkmamıza yardım et.
Come home at six.,Altıda eve gel.
Come if possible.,Mümkünse gel.
Come immediately.,Derhal gel.
Come on everyone.,Herkes iş başına.
"Come on, help me.","Hadi, bana yardım et."
"Come on, move it.","Hadi, onu taşıyın."
"Come on, tell me.","Hadi, bana söyle."
"Come on, wake up.","Haydi, uyanın."
"Come on, you two.","Hadi, siz ikiniz."
Come out quietly.,Sessizce çık.
Come out with us.,Bizimle gel.
Come run with me.,Benimle koşmak için gel.
Come sit with us.,Gel bizimle otur.
Come take a look.,Bir göz atmaya gel.
Come to my house.,Evime gel.
Come with me now.,Şimdi benimle gel.
"Come with me, OK?","Benimle gel, tamam mı?"
Come with us now.,Şimdi bizimle gel.
"Concentrate, Tom.","Yoğunlaş, Tom."
Consider it done.,Olmuş bil.
Consult a doctor.,Bir doktora danışın.
Continue digging.,Kazmaya devam edin.
Continue working.,Çalışmaya devam edin.
Control yourself!,Kendini kontrol et!
Control yourself!,Kendine hâkim ol!
Control yourself.,Kendini kontrol et!
Control yourself.,Kendine hâkim ol!
Cookie is my dog.,Cookie benim köpeğimdir.
Could I help you?,Ben size yardımcı olabilir mi?
Could it be done?,Bu yapılabilir mi?
Could it be love?,Bu aşk olabilir mi?
Could it be true?,Bu doğru olabilir mi?
Cows supply milk.,İnekler süt verir.
Cross the bridge.,Köprüyü geç.
Cross the street.,Caddeyi geç.
Cut the nonsense.,Saçmalamayı kes.
Cut the potatoes.,Patatesleri kes.
Cut the red wire.,Kırmızı kabloyu kes.
Dial 110 at once.,Derhal 110'u çevir.
Did I invite you?,Seni davet ettim mi?
Did I write that?,Onu yazdım mı?
"Did Spot go, too?",Spot da gitti mi?
Did Tom bite you?,Tom sizi ısırdı mı?
Did Tom call you?,Tom seni aradı mı?
Did Tom enjoy it?,Tom ondan zevk aldı mı?
Did Tom ever win?,Tom hiç kazandı mı?
Did Tom find you?,Tom seni buldu mu?
Did Tom get away?,Tom kaçtı mı?
Did Tom get away?,Tom kurtuldu mu?
Did Tom get hurt?,Tom incindi mi?
Did Tom go alone?,Tom yalnız mı gitti?
Did Tom hit Mary?,Tom Mary'ye vurdu mu?
Did Tom hurt you?,Tom seni incitti mi?
Did Tom hurt you?,Tom sizi incitti mi?
Did Tom kiss you?,Tom seni öptü mü?
"Did Tom pay, too?",Tom'da ödeme yaptı mı?
Did Tom push you?,Tom seni itti mi?
